costat,curcdq,datafmt,indfmt,consol,tic,datadate,gvkey,datacqtr,datafqtr,scfq,acchgq,acomincq,acoq,actq,altoq,ancq,anoq,aociderglq,aociotherq,aocipenq,aocisecglq,aol2q,aoq,apq,aqaq,aqdq,aqepsq,aqpl1q,aqpq,arcedq,arceepsq,arceq,atq,aul3q,billexceq,capr1q,capr2q,capr3q,capsftq,capsq,ceiexbillq,ceqq,cheq,chq,cibegniq,cicurrq,ciderglq,cimiiq,ciotherq,cipenq,ciq,cisecglq,citotalq,cogsq,csh12q,cshfd12,cshfdq,cshiq,cshopq,cshoq,cshprq,cstkcvq,cstkeq,cstkq,dcomq,dd1q,deracq,deraltq,derhedglq,derlcq,derlltq,diladq,dilavq,dlcq,dlttq,doq,dpacreq,dpactq,dpq,dpretq,drcq,drltq,dteaq,dtedq,dteepsq,dtepq,dvintfq,dvpq,epsf12,epsfi12,epsfiq,epsfxq,epspi12,epspiq,epspxq,epsx12,esopctq,esopnrq,esoprq,esoptq,esubq,fcaq,ffoq,finacoq,finaoq,finchq,findlcq,findltq,finivstq,finlcoq,finltoq,finnpq,finreccq,finrecltq,finrevq,finxintq,finxoprq,fyr,gdwlamq,gdwlia12,gdwliaq,gdwlid12,gdwlidq,gdwlieps12,gdwliepsq,gdwlipq,gdwlq,glaq,glcea12,glceaq,glced12,glcedq,glceeps12,glceepsq,glcepq,gldq,glepsq,glivq,glpq,hedgeglq,ibadj12,ibadjq,ibcomq,ibmiiq,ibq,icaptq,intaccq,intanoq,intanq,invfgq,invoq,invrmq,invtq,invwipq,ivaeqq,ivaoq,ivltq,ivstq,lcoq,lctq,lltq,lnoq,lol2q,loq,loxdrq,lqpl1q,lseq,ltmibq,ltq,lul3q,mibnq,mibq,mibtq,miiq,msaq,ncoq,niitq,nimq,niq,nopiq,npatq,npq,nrtxtdq,nrtxtepsq,nrtxtq,obkq,oepf12,oeps12,oepsxq,oiadpq,oibdpq,opepsq,optdrq,optfvgrq,optlifeq,optrfrq,optvolq,piq,pllq,pnc12,pncd12,pncdq,pnceps12,pncepsq,pnciapq,pnciaq,pncidpq,pncidq,pnciepspq,pnciepsq,pncippq,pncipq,pncpd12,pncpdq,pncpeps12,pncpepsq,pncpq,pncq,pncwiapq,pncwiaq,pncwidpq,pncwidq,pncwiepq,pncwiepsq,pncwippq,pncwipq,pnrshoq,ppegtq,ppentq,prcaq,prcd12,prcdq,prce12,prceps12,prcepsq,prcpd12,prcpdq,prcpeps12,prcpepsq,prcpq,prcraq,prshoq,pstknq,pstkq,pstkrq,rcaq,rcdq,rcepsq,rcpq,rdipaq,rdipdq,rdipepsq,rdipq,recdq,rectaq,rectoq,rectq,rectrq,recubq,req,retq,reunaq,revtq,rllq,rra12,rraq,rrd12,rrdq,rreps12,rrepsq,rrpq,rstcheltq,rstcheq,saleq,seqoq,seqq,seta12,setaq,setd12,setdq,seteps12,setepsq,setpq,spce12,spced12,spcedpq,spcedq,spceeps12,spceepsp12,spceepspq,spceepsq,spcep12,spcepd12,spcepq,spceq,spidq,spiepsq,spioaq,spiopq,spiq,sretq,stkcoq,stkcpaq,teqq,tfvaq,tfvceq,tfvlq,tieq,tiiq,tstknq,tstkq,txdbaq,txdbcaq,txdbclq,txdbq,txdiq,txditcq,txpq,txtq,txwq,uacoq,uaoq,uaptq,ucapsq,ucconsq,uceqq,uddq,udmbq,udoltq,udpcoq,udvpq,ugiq,uinvq,ulcoq,uniamiq,unopincq,uopiq,updvpq,upmcstkq,upmpfq,upmpfsq,upmsubpq,upstkcq,upstkq,urectq,uspiq,usubdvpq,usubpcvq,utemq,wcapq,wdaq,wddq,wdepsq,wdpq,xaccq,xidoq,xintq,xiq,xoprq,xopt12,xoptd12,xoptd12p,xoptdq,xoptdqp,xopteps12,xoptepsp12,xoptepsq,xoptepsqp,xoptq,xoptqp,xrdq,xsgaq,afudccy,cogsy,xrdy,prccq,prchq,prclq
A,USD,STD,INDL,C,VYX,2024-12-31,007648,2024Q4,2024Q4,7,0.0000,-469.0000,200.0000,1671.0000,394.0000,2781.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,0.0000,2360.0000,332.0000,,,,0.0000,,,,,4452.0000,0.0000,211.0000,,,,302.0000,866.0000,,933.0000,724.0000,724.0000,-11.0000,-13.0000,0.0000,0.0000,0.0000,-6.0000,-30.0000,0.0000,-30.0000,440.0000,144.7000,144.7000,144.9000,142.1000,3.9090,142.1000,144.9000,0.0100,0.0000,1.0000,0.0000,51.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.0000,51.0000,1349.0000,-2.0000,,611.0000,59.0000,,211.0000,13.0000,0.0000,0.0000,0.0000,0.0000,,3.0000,-1.5000,6.5200,-0.1000,-0.0800,6.5200,-0.1000,-0.0800,-1.5000,0.0000,0.0000,0.0000,0.0000,,-4.0000,,,,,,,,,,,,,,,,12,,,,,,,,,1516.0000,0.0000,,,,,,,,0.0000,0.0000,,0.0000,,-217.0000,-12.0000,-12.0000,-9.0000,-9.0000,2556.0000,,396.0000,1912.0000,83.0000,0.0000,,208.0000,,,,54.0000,0.0000,701.0000,1420.0000,2101.0000,0.0000,0.0000,469.0000,456.0000,0.0000,4452.0000,3243.0000,3245.0000,0.0000,-2.0000,0.0000,-2.0000,0.0000,0.0000,,,,-11.0000,4.0000,,0.0000,,,,,-0.7200,-0.7200,0.1700,58.0000,117.0000,0.1700,,,,,,-8.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,1032.0000,421.0000,,,,,,,,,,,,14.3300,0.3000,0.0000,276.0000,276.0000,-44.0000,-0.3100,-0.3000,-65.0000,0.0000,0.0000,0.0000,0.0000,26.0000,-468.0000,60.0000,539.0000,479.0000,,66.0000,,535.0000,682.0000,,,,,,,,,3.0000,0.0000,682.0000,0.0000,1209.0000,,,,,,,,,,,,,,,,,,,,0.0600,0.0600,8.0000,8.0000,-56.0000,,8.0000,4.0000,1207.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,189.0000,0.0000,0.0000,7.0000,-15.0000,7.0000,336.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0000,,,,,104.0000,-2.0000,14.0000,0.0000,565.0000,,,,,,,,,,,,28.0000,125.0000,,1952.0000,157.0000,13.840000000000,15.335000000000,12.560000000000
A,USD,STD,INDL,C,NSSC,2024-09-30,007685,2024Q3,2025Q1,7,0.0000,0.0000,4.4660,171.4290,20.2420,38.4620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.7650,5.9360,,,,89.6470,,,,,209.8910,0.0000,,,,,,24.1370,,178.6090,102.1880,85.5960,11.1850,0.0000,0.0000,0.0000,0.0000,0.0000,11.1850,0.0000,11.1850,18.8380,36.8670,37.1370,37.1800,39.7710,0.1930,36.6840,36.8650,0.0100,0.0000,0.3980,0.0000,,,,,,,0.0000,11.1850,,5.4600,0.0000,,45.1550,0.5490,,0.0000,0.0000,,,,,,0.0000,1.3600,1.3600,0.3000,0.3000,1.3700,0.3000,0.3000,1.3700,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,,,,,,,,,,,,6,,,,,,,,,0.0000,,,,,,,,,,,0.2680,,,,11.1850,11.1850,11.1850,11.1850,184.0690,,3.5230,3.5230,,,,36.3950,,,,0.0000,16.5920,18.7500,24.6860,6.5960,0.0000,0.0000,1.1360,1.1360,0.0000,209.8910,31.2820,31.2820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,11.1850,1.1440,,0.0000,,,,,1.3600,1.3700,0.2900,11.4150,11.9640,0.2900,,,,,,13.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,59.8520,14.6970,,,,,,,,,,,,37.6700,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,0.0230,0.0000,0.1440,28.3800,28.2360,,180.8750,,180.8750,44.0030,,,,,,,,,,,44.0030,0.0000,178.6090,,,,,,,0.4410,,,,,,,,,,,,,,,,,0.4410,,0.3710,,178.6090,89.6470,,0.0000,,,3.0870,26.8010,6.1770,0.0000,0.0000,0.0000,,0.0000,0.0000,1.8150,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.7430,,,,,14.1400,0.0000,,0.0000,32.0390,,,,,,,,,,,,3.0570,13.2010,,18.8380,3.0570,40.460000000000,58.090000000000,31.790000000000
A,USD,STD,INDL,C,NSSC,2024-12-31,007685,2024Q4,2025Q2,7,0.0000,0.0470,3.2520,164.7320,19.2570,37.9520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.7020,4.5510,,,,87.7960,,,,,202.6840,0.0000,,,,,,24.5230,,174.2270,99.1950,86.0190,10.4670,0.0000,0.0000,0.0000,0.0000,0.0000,10.5140,0.0470,10.5140,17.8600,36.7965,37.0790,36.7760,39.7710,0.4760,36.4010,36.5380,0.0100,0.0000,0.3980,0.0000,,,,,,,0.0000,10.4670,,5.4170,0.0000,,45.6610,0.5840,,0.0000,0.0000,,,,,,0.0000,1.3100,1.3100,0.2800,0.2800,1.3200,0.2900,0.2900,1.3200,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,,,,,,,,,,,,6,,,,,,,,,0.0000,,,,,,,,,,,-0.0190,,,,10.4670,10.4670,10.4670,10.4670,179.6440,,3.4450,3.4450,,,,37.6340,,,,0.0000,13.1760,17.2660,21.8170,6.6400,0.0000,0.0000,1.2230,1.2230,0.0000,202.6840,28.4570,28.4570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0470,,,,10.4670,0.9210,,0.0000,,,,,1.3000,1.3100,0.2900,11.2150,11.7990,0.2900,,,,,,12.0920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,60.9110,15.2500,,,,,,,,,,,,37.8400,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,0.0200,0.0000,1.1950,24.6510,23.4560,,186.8350,,186.7880,42.9330,,,,,,,,,,,42.9330,0.0000,174.2270,,,,,,,-0.0440,,,,,,,,,,,,,,,,,-0.0440,,0.3860,,174.2270,87.7960,,0.0000,,,3.3700,37.5290,7.0120,0.0000,0.0000,0.0000,,0.0000,0.0000,1.6250,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.9150,,,,,12.7120,0.0000,,0.0000,31.1340,,,,,,,,,,,,3.1070,13.2740,,36.6980,6.1640,35.560000000000,42.580000000000,31.768600000000
A,USD,STD,INDL,C,AGYS,2024-09-30,008599,2024Q3,2024Q2,7,0.0000,-3.6190,11.2160,108.7010,83.2070,333.3090,,0.0000,0.0000,0.0580,0.0000,,297.6510,12.7460,-1.3000,-0.0500,-0.0500,,-2.0000,,,,442.0100,,55.3550,,,,,102.2750,4.5370,260.2620,54.8880,54.8880,1.3640,0.7090,0.0000,0.0000,0.0000,0.0000,2.0730,0.0000,2.0730,24.9650,26.8478,27.8505,28.2570,33.3420,,27.9400,27.5330,0.3000,0.0000,10.0030,0.0000,5.4730,,,,,,0.0000,1.3640,5.4730,68.6620,0.0000,,,1.9180,,55.3550,0.0000,,,,,2.8520,0.0000,3.5100,3.5100,0.0500,0.0500,3.6600,0.0500,0.0500,3.6600,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,3,,,,,,,,,135.4260,,,,,,,,,,,,,,95.2860,1.3640,1.3640,1.3640,1.3640,328.9240,,79.0180,214.4440,,,,6.4460,,,,0.0000,0.0000,71.4430,95.8890,85.8590,,,4.9280,4.9280,,442.0100,181.7480,181.7480,,0.0000,0.0000,0.0000,0.0000,-0.0160,,,,1.3640,1.4410,,0.0000,,,,,3.5800,3.7400,0.1100,6.2680,8.1860,0.1100,,,,,,5.1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,35.6580,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.7550,-3.6610,0.0000,36.1510,36.1510,4.5370,149.6060,,153.2250,68.2790,,,,,,,,,,,68.2790,0.0000,260.2620,-0.2400,-0.0680,-0.0100,0.0000,-0.0100,0.0000,-0.1040,,,,,,,,,,,,,,,,,-2.1040,,4.0090,,260.2620,,0.0000,,,,5.4020,1.6220,74.8980,0.0000,0.0000,12.2690,,12.2690,6.2270,3.7830,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8120,,,,,16.0880,0.0000,0.4580,0.0000,60.0930,,,,,,,,,,,,16.1720,35.1280,,48.5710,30.8920,108.970000000000,114.700000000000,97.530000000000
A,USD,STD,INDL,C,AGYS,2024-12-31,008599,2024Q4,2024Q3,7,0.0000,-13.6680,10.7980,131.2100,76.6790,312.6510,,0.0000,0.0000,0.0580,0.0000,,278.7620,11.6840,0.0650,0.0000,0.0000,,0.1000,,,,443.8610,,80.3380,,,,,105.0170,4.0160,256.7910,60.7610,60.7610,3.8300,-10.0490,0.0000,0.0000,0.0000,0.0000,-6.2190,0.0000,-6.2190,25.5430,27.3128,28.1908,28.3140,33.3420,,27.9620,27.6670,0.3000,0.0000,10.0030,0.0000,5.4310,,,,,,0.0000,3.8300,5.4310,55.4690,0.0000,,,2.7710,,80.3380,0.0000,,,,,3.1810,0.0000,0.7900,0.7900,0.1400,0.1400,0.8100,0.1400,0.1400,0.8100,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,3,,,,,,,,,128.5440,,,,,,,,,,,,,,22.2610,3.8300,3.8300,3.8300,3.8300,312.2600,,73.5390,202.0830,,,,6.3600,,,,0.0000,0.0000,95.0520,114.9500,72.1200,,,5.1110,5.1110,,443.8610,187.0700,187.0700,,0.0000,0.0000,0.0000,0.0000,-0.0160,,,,3.8300,0.3830,,0.0000,,,,,0.8900,0.9200,0.1300,7.7480,10.5190,0.1300,,,,,,7.7430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,33.8890,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.9370,-13.7100,0.0000,53.2910,53.2910,4.0160,143.3870,,157.0550,69.5610,,,,,,,,,,,69.5610,0.0000,256.7910,-0.4540,-0.2140,-0.0200,-0.0100,-0.0200,-0.0100,-0.3300,,,,,,,,,,,,,0.0100,0.0100,0.3250,0.5000,0.2700,,4.2180,,256.7910,,0.0000,,,,5.3800,1.6160,68.0410,0.0000,0.0000,11.5400,,11.5400,2.7830,3.9130,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2600,,,,,14.7140,0.0000,0.6580,0.0000,59.0420,,,,,,,,,,,,14.9570,33.4990,,74.1140,45.8490,131.710000000000,142.640000000000,97.580000000000
A,USD,STD,INDL,C,PBI,2024-09-30,008606,2024Q3,2024Q3,7,0.0000,-820.8700,119.5080,1486.1520,1033.2460,2161.5640,0.0000,1.9090,0.0000,-742.6730,0.0000,379.3820,1787.5410,852.5660,,,,13.8930,,,,,3647.7160,0.0000,67.3980,,,,1.6080,0.0000,,-518.8790,575.5100,561.5380,-138.4720,34.7380,-2.1360,0.0000,0.0000,4.7310,-93.8190,7.3200,-93.8190,209.4250,178.1068,180.9193,183.8380,270.3380,0.0000,181.3440,180.2420,1.0000,0.0000,270.3380,0.0000,85.6840,,,,0.0000,0.0000,0.0000,122.5860,85.6840,2170.1100,-261.0580,,,28.5650,,,0.3840,-2.1420,-0.0100,-0.0100,-2.1420,,0.0000,0.4400,-2.1800,-0.7500,0.6700,-2.2000,-0.7700,0.6800,0.4600,0.0000,0.0000,0.0000,0.0000,,-18.8310,,,23.6640,,,,,,,,530.6980,622.3780,68.6140,16.0950,,12,,-79.3540,,-0.4500,,-0.4500,,,737.2810,,,,,,,,,,,,,,82.9970,122.5860,122.5860,122.5860,122.5860,1651.2310,,17.0140,754.2950,29.6590,0.0000,41.9830,71.6420,0.0000,,,,13.9720,744.8310,1684.5520,2482.0430,0.0000,0.0000,255.3700,254.9860,0.0000,3647.7160,4166.5950,4166.5950,0.0000,0.0000,0.0000,0.0000,0.0000,-27.1350,,,,-138.4720,0.9610,,0.0000,0.8900,0.9200,163.6160,,0.6300,0.6400,0.1400,66.8990,95.4640,0.1500,,,,,,-43.8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,374.0230,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,-55.5130,-0.3000,-0.3100,-71.8340,0.0000,0.0000,0.0000,0.0000,21.0920,-52.9710,0.0000,719.4920,719.4920,,1927.5370,,2748.4070,499.4630,,,,,,,,,,,499.4630,0.0000,-518.8790,,,,,,,,,,,,,,,,,,,,,,,,-83.9760,,4.2280,,-518.8790,393.2750,,0.0000,,,88.9940,2716.7540,,0.0000,0.0000,56.5630,,56.5630,1.4710,-166.4660,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-198.4000,-10.0000,-0.0500,-0.0600,-10.0000,,-261.0580,27.7640,0.0000,403.9990,,,,,,,,,,,,7.5800,194.5740,,639.8810,22.4650,7.130000000000,7.696800000000,5.220000000000
A,USD,STD,INDL,C,PBI,2024-12-31,008606,2024Q4,2024Q4,7,0.0000,-839.1710,76.4590,1317.9540,185.4260,2079.5620,0.0000,0.0000,0.0000,-704.8180,0.0000,307.2100,1722.9610,239.7400,,,,10.3810,,,,,3397.5160,0.0000,70.1310,,,,1.3900,0.0000,,-578.4330,486.1000,469.7260,-37.3730,-51.7850,-1.9090,0.0000,0.0000,37.8550,-55.6740,-2.4620,-55.6740,209.9320,179.5100,182.5260,182.0060,270.3380,0.0000,182.4060,180.2420,1.0000,0.0000,270.3380,0.0000,89.1000,,,,,,0.0000,-42.0630,89.1000,1990.9170,4.6900,,879.9050,28.5880,,326.0230,0.1590,-7.2800,-0.0400,-0.0400,-8.7500,,0.0000,0.5600,-1.1200,-0.2100,-0.2300,-1.1300,-0.2100,-0.2300,0.5700,0.0000,0.0000,0.0000,0.0000,,23.7240,,,24.5870,,,,,,,,535.6080,610.3160,66.0770,14.9370,,12,,,,,,,,,721.0030,,,,,,,,,,,,,,102.5020,-42.0630,-42.0630,-42.0630,-42.0630,1412.4840,,15.7800,736.7830,24.3360,0.0000,35.5000,59.8360,0.0000,,,800.7520,16.3740,1340.9390,1672.7270,2303.2220,0.0000,0.0000,263.1180,262.9590,0.0000,3397.5160,3975.9490,3975.9490,0.0000,0.0000,0.0000,0.0000,0.0000,-29.5970,,,,-37.3730,0.5650,,0.0000,0.0000,0.0000,0.0000,,0.8100,0.8200,0.3600,122.6590,151.2470,0.3600,2.2000,1.6400,2.0000,4.3000,55.3000,-48.1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,1236.5060,356.6010,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,-32.7610,-0.1800,-0.1800,-44.5610,0.0000,0.0000,0.0000,0.0000,21.0250,-104.7560,0.0000,695.5590,695.5590,,1832.6970,,2671.8680,516.1210,,,,,,,,,,0.0010,516.1210,0.0000,-578.4330,,,,,,,,,,,,,,,,,,,,-0.3700,-0.3700,-67.3420,-91.3390,-144.6500,,6.2030,,-578.4330,317.5910,,0.0000,,,87.9320,2681.4680,93.0410,0.0000,0.0000,49.1870,-173.7100,49.1870,2.9480,-6.1340,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-354.7730,0.0000,0.0000,0.0000,0.0000,369.0560,4.6900,26.7710,0.0000,364.8740,,,,,,,,,,,,9.4920,154.9420,,849.8130,31.9570,7.240000000000,8.800000000000,6.660000000000
A,USD,STD,INDL,C,QMCO,2024-09-30,008867,2024Q3,2024Q2,7,0.0000,-1.3920,12.8270,108.8530,20.0840,54.2930,,0.0000,0.0000,0.0000,0.0000,,33.7950,30.7890,,,,,,,,,163.1460,,69.3690,,,,,709.6670,,-153.4030,16.9600,16.7190,-12.1500,0.6590,0.0000,0.0000,0.0000,0.0000,-11.4910,0.0000,-11.4910,39.6350,4.7923,4.7923,4.7930,4.7930,,4.7930,4.7930,0.0100,0.0000,0.0490,0.0000,2.9540,,,,,,0.0000,-12.1500,2.9540,132.4120,0.0000,,,1.5670,,69.3690,37.1640,-2.3080,-0.4800,-0.4800,-2.3080,,0.0000,-12.6900,-12.6900,-2.5400,-2.5400,-12.6900,-2.5400,-2.5400,-12.6900,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,3,,,,,,,,,12.9690,,,,,,,,,,,,,,-60.8610,-12.1500,-12.1500,-12.1500,-12.1500,-20.9910,,0.7420,13.7110,15.6490,0.0000,11.6760,27.9930,0.6680,,,0.0000,0.2410,100.4930,134.6010,181.9480,,,49.5360,12.3720,,163.1460,316.5490,316.5490,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,-12.1500,2.2160,,0.0000,,,,,-11.3300,-11.3300,-1.9700,-5.1750,-3.6080,-1.9700,,,,,,-11.7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,20.4980,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,-0.3820,-0.0800,-0.0800,-0.3820,0.0000,0.0000,0.0000,0.0000,0.0990,-1.3920,0.0000,51.0730,51.0730,,-863.1190,,-861.7270,71.8460,,,,,,,,,,0.2410,71.8460,0.0000,-153.4030,,,,,,,,,,,,,,,,,,,,,,,,-2.6900,,0.7160,0.7160,-153.4030,,,,,,0.0000,0.0000,0.7590,0.0000,0.0000,,,,0.3650,0.3700,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.7480,,,,,25.8560,0.0000,6.1310,0.0000,75.4540,,,,,,,,,,,,8.2640,35.8190,,83.0630,16.5720,3.500000000000,10.028000000000,2.220000000000
A,USD,STD,INDL,C,QMCO,2024-12-31,008867,2024Q4,2024Q3,7,0.0000,-2.4690,11.1070,113.8280,20.8120,54.2280,,0.0000,0.0000,0.0000,0.0000,,34.2900,34.7040,,,,,,,,,168.0560,,69.9160,,,,,740.5210,,-195.0550,20.6030,20.3810,-75.2990,-1.0770,0.0000,0.0000,0.0000,0.0000,-76.3760,0.0000,-76.3760,39.7020,4.8215,4.8215,4.9070,5.3070,,5.3070,4.9070,0.0100,0.0000,0.0530,0.0000,137.3360,,,,,,0.0000,-75.2990,137.3360,9.0670,0.0000,,,1.0930,,69.9160,35.3500,0.0000,0.0000,0.0000,0.0000,,0.0000,-26.2200,-26.2200,-15.3500,-15.3500,-26.2200,-15.3500,-15.3500,-26.2200,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,3,,,,,,,,,12.9690,,,,,,,,,,,,,,-126.2910,-75.2990,-75.2990,-75.2990,-75.2990,-185.9880,,0.5090,13.4780,11.1180,0.0000,8.2280,20.7450,1.3990,,,0.0000,0.2220,133.1140,305.5440,57.5670,,,48.5000,13.1500,,168.0560,363.1110,363.1110,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,-75.2990,-60.6630,,0.0000,,,,,-24.6000,-24.6000,-15.0700,-6.3840,-5.2910,-15.0700,,,,,,-75.2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,19.9380,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,-1.3420,-0.2700,-0.2700,-1.3420,0.0000,0.0000,0.0000,0.0000,0.0990,-2.4690,0.0000,61.3730,61.3730,,-935.6290,,-933.1600,68.6860,,,,,,,,,,0.2220,68.6860,0.0000,-195.0550,,,,,,,,,,,,,,,,,,,,,,,,-1.3420,,0.7350,0.7350,-195.0550,,,,,,0.0000,0.0000,0.7110,0.0000,0.0000,,,,0.3900,0.0700,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-191.7160,,,,,25.5100,0.0000,6.8400,0.0000,73.9770,,,,,,,,,,,,7.6830,34.2750,,122.7650,24.2550,53.920000000000,90.640000000000,2.880000000000
A,USD,STD,INDL,C,TXN,2024-09-30,010499,2024Q3,2024Q3,7,0.0000,-195.0000,341.0000,15872.0000,1435.0000,19449.0000,0.0000,1.0000,0.0000,-204.0000,0.0000,4500.0000,6847.0000,794.0000,,,,3547.0000,,,,,35321.0000,0.0000,,,,,229.0000,3813.0000,,17268.0000,8752.0000,2589.0000,1362.0000,0.0000,0.0000,0.0000,0.0000,-8.0000,1367.0000,13.0000,1367.0000,1275.0000,911.0000,918.0000,920.0000,1741.0000,1.6040,912.0000,913.0000,1.0000,-7.0000,1741.0000,0.0000,1049.0000,,,,,,0.0000,1355.0000,1049.0000,13525.0000,0.0000,,3662.0000,402.0000,,0.0000,0.0000,,,,,,0.0000,5.3800,5.3800,1.4700,1.4700,5.4200,1.4800,1.4800,5.4200,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,12,,,,,,,,,4362.0000,,,,,,,,,,,,,,4940.0000,1355.0000,1362.0000,1362.0000,1362.0000,30793.0000,,229.0000,4591.0000,1822.0000,0.0000,393.0000,4296.0000,2081.0000,,,821.0000,6163.0000,1735.0000,3686.0000,14367.0000,0.0000,0.0000,788.0000,788.0000,435.0000,35321.0000,18053.0000,18053.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,,,,1362.0000,136.0000,,0.0000,,,,,5.3800,5.4200,1.4700,1554.0000,1956.0000,1.4800,,,,,,1554.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,16264.0000,12602.0000,,,,,,,,,,,,202.4900,0.0000,0.0000,0.0000,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,,0.0000,621.0000,2483.0000,1862.0000,,52109.0000,,52304.0000,4151.0000,,,,,,,,,11.0000,,4151.0000,0.0000,17268.0000,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,87.0000,,17268.0000,8047.0000,,435.0000,,,829.0000,40395.0000,941.0000,0.0000,0.0000,54.0000,,54.0000,108.0000,192.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12186.0000,,,,,,0.0000,136.0000,0.0000,2195.0000,,,,,,,,,,,,492.0000,920.0000,,3709.0000,1468.0000,206.570000000000,214.660000000000,180.070000000000
