162,0001022652,INSG,INSEEGO CORP.,3669,"Communications Equipment, NEC"
163,0001023459,SLP,"Simulations Plus, Inc.",7373,Services-Computer Integrated Systems Design
164,0001023731,EGHT,8X8 INC /DE/,7374,Services-Computer Processing & Data Preparation
165,0001024672,ELTK,ELTEK LTD,3672,Printed Circuit Boards
166,0001030471,UTSI,UTSTARCOM HOLDINGS CORP.,3669,"Communications Equipment, NEC"
167,0001030894,CLS,CELESTICA INC,3672,Printed Circuit Boards
168,0001031308,BSY,BENTLEY SYSTEMS INC,7372,Services-Prepackaged Software
169,0001032975,LOGI,LOGITECH INTERNATIONAL S.A.,3577,"Computer Peripheral Equipment, NEC"
170,0001033767,UMC,UNITED MICROELECTRONICS CORP,3674,Semiconductors & Related Devices
171,0001034760,WYY,WIDEPOINT CORP,7373,Services-Computer Integrated Systems Design
172,0001034983,MINBY,MINEBEA MITSUMI Inc.,3670,Electronic Components & Accessories
173,0001036044,INVE,"Identiv, Inc.",3577,"Computer Peripheral Equipment, NEC"
174,0001038074,SLAB,SILICON LABORATORIES INC.,3674,Semiconductors & Related Devices
175,0001039065,OSIS,OSI SYSTEMS INC,3674,Semiconductors & Related Devices
176,0001039280,NTWK,NETSOL TECHNOLOGIES INC,7372,Services-Prepackaged Software
177,0001039399,FORM,FORMFACTOR INC,3674,Semiconductors & Related Devices
178,0001040161,PXLW,"PIXELWORKS, INC",3674,Semiconductors & Related Devices
179,0001040896,IDN,"Intellicheck, Inc.",7372,Services-Prepackaged Software
180,0001044777,OSPN,OneSpan Inc.,7373,Services-Computer Integrated Systems Design
181,0001045810,NVDA,NVIDIA CORP,3674,Semiconductors & Related Devices
182,0001045942,TRCK,"Track Group, Inc.",3669,"Communications Equipment, NEC"
183,0001045986,FORTY,FORMULA SYSTEMS (1985) LTD,7371,Services-Computer Programming Services
184,0001046179,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,3674,Semiconductors & Related Devices
185,0001047127,AMKR,"AMKOR TECHNOLOGY, INC.",3674,Semiconductors & Related Devices
186,0001048695,FFIV,"F5, INC.",3576,Computer Communications Equipment
187,0001049521,MRCY,MERCURY SYSTEMS INC,3670,Electronic Components & Accessories
188,0001050140,DSGX,DESCARTES SYSTEMS GROUP INC,7372,Services-Prepackaged Software
189,0001050377,CNXN,PC CONNECTION INC,5961,Retail-Catalog & Mail-Order Houses
190,0001051627,AXTI,AXT INC,3674,Semiconductors & Related Devices
191,0001056696,MANH,MANHATTAN ASSOCIATES INC,7372,Services-Prepackaged Software
192,0001058290,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,7371,Services-Computer Programming Services
193,0001058811,IMMR,IMMERSION CORP,3577,"Computer Peripheral Equipment, NEC"
194,0001061040,NGCG,"New Generation Consumer Group, Inc.",7371,Services-Computer Programming Services
195,0001061612,JPOTF,Jackpot Digital Inc.,7372,Services-Prepackaged Software
196,0001062066,AOMFF,ALSTOM,3621,Motors & Generators
197,0001062579,DOX,AMDOCS LTD,7371,Services-Computer Programming Services
198,0001066194,EGAN,EGAIN Corp,7372,Services-Prepackaged Software
199,0001067491,INFY,Infosys Ltd,7371,Services-Computer Programming Services
200,0001068689,ATDS,"Data443 Risk Mitigation, Inc.",7372,Services-Prepackaged Software
201,0001070050,APCX,AppTech Payments Corp.,7372,Services-Prepackaged Software
202,0001070235,BB,BLACKBERRY Ltd,7372,Services-Prepackaged Software
203,0001078075,NTCT,NETSCOUT SYSTEMS INC,7373,Services-Computer Integrated Systems Design
204,0001078271,EXTR,EXTREME NETWORKS INC,3576,Computer Communications Equipment
205,0001081745,INLX,"INTELLINETICS, INC.",7372,Services-Prepackaged Software
206,0001082733,VISM,"VISIUM TECHNOLOGIES, INC.",7371,Services-Computer Programming Services
207,0001085921,MMTIF,MICROMEM TECHNOLOGIES INC,7371,Services-Computer Programming Services
208,0001086434,AUDC,AUDIOCODES LTD,3661,Telephone & Telegraph Apparatus
209,0001091223,MTLS,MATERIALISE NV,7372,Services-Prepackaged Software
210,0001092699,SPSC,SPS COMMERCE INC,7372,Services-Prepackaged Software
211,0001093691,PLUG,PLUG POWER INC,3620,Electrical Industrial Apparatus
212,0001094324,SIFY,SIFY TECHNOLOGIES LTD,7370,"Services-Computer Programming, Data Processing, Etc."
213,0001095565,HSTM,HEALTHSTREAM INC,7370,"Services-Computer Programming, Data Processing, Etc."
214,0001097864,ON,ON SEMICONDUCTOR CORP,3674,Semiconductors & Related Devices
215,0001098462,MTLK,METALINK LTD,3674,Semiconductors & Related Devices
216,0001099369,DSNY,DESTINY MEDIA TECHNOLOGIES INC,7372,Services-Prepackaged Software
217,0001102993,LPSN,LIVEPERSON INC,7372,Services-Prepackaged Software
218,0001104038,VRME,"VerifyMe, Inc.",7373,Services-Computer Integrated Systems Design
219,0001105101,GIGM,GIGAMEDIA Ltd,7370,"Services-Computer Programming, Data Processing, Etc."
220,0001107457,IFNNY,INFINEON TECHNOLOGIES AG,3674,Semiconductors & Related Devices
221,0001107843,QLYS,"QUALYS, INC.",7372,Services-Prepackaged Software
222,0001108524,CRM,"Salesforce, Inc.",7372,Services-Prepackaged Software
223,0001110611,ONTF,ON24 INC.,7372,Services-Prepackaged Software
224,0001110646,NTES,"NetEase, Inc.",7372,Services-Prepackaged Software
225,0001111928,IPGP,IPG PHOTONICS CORP,3674,Semiconductors & Related Devices
226,0001114925,LTRX,LANTRONIX INC,3576,Computer Communications Equipment
227,0001114936,UMEWF,UMeWorld Inc.,7372,Services-Prepackaged Software
228,0001114995,PI,IMPINJ INC,3679,"Electronic Components, NEC"
229,0001116942,TTMI,TTM TECHNOLOGIES INC,3672,Printed Circuit Boards
230,0001119083,MNDO,MIND CTI LTD,7371,Services-Computer Programming Services
231,0001119769,CRNT,CERAGON NETWORKS LTD,3663,Radio & Tv Broadcasting & Communications Equipment
232,0001120914,PDFS,PDF SOLUTIONS INC,7372,Services-Prepackaged Software
233,0001121795,GHST,GHST World Inc.,7372,Services-Prepackaged Software
234,0001122411,ASX,"ASE Technology Holding Co., Ltd.",3674,Semiconductors & Related Devices
235,0001122904,NTGR,"NETGEAR, INC.",3661,Telephone & Telegraph Apparatus
236,0001123134,IMOS,CHIPMOS TECHNOLOGIES INC,3674,Semiconductors & Related Devices
237,0001123799,WIT,WIPRO LTD,7371,Services-Computer Programming Services
238,0001124796,LASR,"NLIGHT, INC.",3674,Semiconductors & Related Devices
239,0001126741,GSIT,GSI TECHNOLOGY INC,3674,Semiconductors & Related Devices
240,0001128252,SIPN,"SIPP International Industries, Inc.",3663,Radio & Tv Broadcasting & Communications Equipment
241,0001130713,BBBY,"BED BATH & BEYOND, INC.",5961,Retail-Catalog & Mail-Order Houses
242,0001131554,SNCR,SYNCHRONOSS TECHNOLOGIES INC,7371,Services-Computer Programming Services
243,0001131903,FCCN,SPECTRAL CAPITAL Corp,7374,Services-Computer Processing & Data Preparation
244,0001137789,STX,Seagate Technology Holdings plc,3572,Computer Storage Devices
245,0001141284,ASNS,ACTELIS NETWORKS INC,3669,"Communications Equipment, NEC"
246,0001144879,APLD,Applied Digital Corp.,7374,Services-Computer Processing & Data Preparation
247,0001158114,AAOI,"APPLIED OPTOELECTRONICS, INC.",3674,Semiconductors & Related Devices
248,0001158838,ATEYY,ADVANTEST CORP,3674,Semiconductors & Related Devices
249,0001158967,NJDCY,NIDEC CORP,3621,Motors & Generators
250,0001166388,VRNT,VERINT SYSTEMS INC,7373,Services-Computer Integrated Systems Design
251,0001169445,TBRG,"TruBridge, Inc.",7371,Services-Computer Programming Services
252,0001169561,CVLT,COMMVAULT SYSTEMS INC,7372,Services-Prepackaged Software
253,0001173489,CEVA,CEVA INC,7370,"Services-Computer Programming, Data Processing, Etc."
254,0001178697,SONM,SONIM TECHNOLOGIES INC,3661,Telephone & Telegraph Apparatus
255,0001210677,FA,FIRST ADVANTAGE CORP,7374,Services-Computer Processing & Data Preparation
256,0001211805,MYSZ,"My Size, Inc.",7372,Services-Prepackaged Software
257,0001254699,QVCD,QVC INC,5961,Retail-Catalog & Mail-Order Houses
258,0001261333,DOCU,"DOCUSIGN, INC.",7372,Services-Prepackaged Software
259,0001262039,FTNT,"Fortinet, Inc.",3577,"Computer Peripheral Equipment, NEC"
260,0001272842,AIRG,AIRGAIN INC,3663,Radio & Tv Broadcasting & Communications Equipment
261,0001274494,FSLR,"FIRST SOLAR, INC.",3674,Semiconductors & Related Devices
262,0001275014,UCTT,"Ultra Clean Holdings, Inc.",3674,Semiconductors & Related Devices
263,0001280058,BLKB,BLACKBAUD INC,7372,Services-Prepackaged Software
264,0001280263,AMBA,AMBARELLA INC,3674,Semiconductors & Related Devices
265,0001280452,MPWR,MONOLITHIC POWER SYSTEMS INC,3674,Semiconductors & Related Devices
266,0001282631,NLST,NETLIST INC,3674,Semiconductors & Related Devices
267,0001285170,ITMSF,INTERMAP TECHNOLOGIES CORP,7374,Services-Computer Processing & Data Preparation
268,0001286139,LZ,"LEGALZOOM.COM, INC.",7374,Services-Computer Processing & Data Preparation
269,0001288469,MXL,"MAXLINEAR, INC",3674,Semiconductors & Related Devices
270,0001288847,FIVN,"Five9, Inc.",7374,Services-Computer Processing & Data Preparation
271,0001289047,AIPG,AI Technology Group Inc.,3621,Motors & Generators
272,0001290109,LPL,"LG Display Co., Ltd.",3679,"Electronic Components, NEC"
273,0001290658,ITOX,"IIOT-OXYS, Inc.",7372,Services-Prepackaged Software
274,0001291855,SPCB,SuperCom Ltd,3674,Semiconductors & Related Devices
275,0001292490,SYIN,"Synbio International, Inc.",7374,Services-Computer Processing & Data Preparation
276,0001313310,GRVY,"GRAVITY Co., Ltd.",7374,Services-Computer Processing & Data Preparation
277,0001315098,RBLX,Roblox Corp,7372,Services-Prepackaged Software
278,0001321655,PLTR,Palantir Technologies Inc.,7372,Services-Prepackaged Software
279,0001325702,MX,MAGNACHIP SEMICONDUCTOR Corp,3674,Semiconductors & Related Devices
280,0001326801,META,"Meta Platforms, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
281,0001327318,TRUE,"TrueCar, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
282,0001327567,PANW,Palo Alto Networks Inc,3577,"Computer Peripheral Equipment, NEC"
283,0001327688,OOMA,OOMA INC,7374,Services-Computer Processing & Data Preparation
284,0001327811,WDAY,"Workday, Inc.",7374,Services-Computer Processing & Data Preparation
285,0001329099,BIDU,"Baidu, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
286,0001329394,SIMO,Silicon Motion Technology CORP,3674,Semiconductors & Related Devices
287,0001333822,LEDS,SemiLEDs Corp,3674,Semiconductors & Related Devices
288,0001336920,LDOS,"Leidos Holdings, Inc.",7373,Services-Computer Integrated Systems Design
289,0001338940,PERI,Perion Network Ltd.,7371,Services-Computer Programming Services
290,0001340476,DRTTF,DIRTT ENVIRONMENTAL SOLUTIONS LTD,7372,Services-Prepackaged Software
291,0001341439,ORCL,ORACLE CORP,7372,Services-Prepackaged Software
292,0001342338,HIMX,"Himax Technologies, Inc.",3674,Semiconductors & Related Devices
293,0001342958,DGLY,"DIGITAL ALLY, INC.",3663,Radio & Tv Broadcasting & Communications Equipment
294,0001349706,TOGI,"TurnOnGreen, Inc.",3620,Electrical Industrial Apparatus
295,0001350102,ASTI,"Ascent Solar Technologies, Inc.",3674,Semiconductors & Related Devices
296,0001351636,SSTI,"SOUNDTHINKING, INC.",7372,Services-Prepackaged Software
297,0001352010,EPAM,"EPAM Systems, Inc.",7371,Services-Computer Programming Services
298,0001355096,QVCGA,"QVC Group, Inc.",5961,Retail-Catalog & Mail-Order Houses
299,0001355839,IPM,INTELLIGENT PROTECTION MANAGEMENT CORP.,7370,"Services-Computer Programming, Data Processing, Etc."
300,0001356093,CREX,"CREATIVE REALITIES, INC.",7373,Services-Computer Integrated Systems Design
301,0001360565,WFCF,"Where Food Comes From, Inc.",7372,Services-Prepackaged Software
302,0001361113,VRNS,VARONIS SYSTEMS INC,7372,Services-Prepackaged Software
303,0001362190,AEYE,AUDIOEYE INC,7372,Services-Prepackaged Software
304,0001365767,ALLT,Allot Ltd.,3576,Computer Communications Equipment
305,0001372612,BOX,BOX INC,7372,Services-Prepackaged Software
306,0001373715,NOW,"ServiceNow, Inc.",7372,Services-Prepackaged Software
307,0001375365,SMCI,"Super Micro Computer, Inc.",3571,Electronic Computers
308,0001375793,MLRT,"Metalert, Inc.",3663,Radio & Tv Broadcasting & Communications Equipment
309,0001375877,CSIQ,Canadian Solar Inc.,3674,Semiconductors & Related Devices
310,0001376231,VPRB,"VPR Brands, LP.",7372,Services-Prepackaged Software
311,0001376321,CNET,ZW Data Action Technologies Inc.,7370,"Services-Computer Programming, Data Processing, Etc."
312,0001377149,CRVW,CareView Communications Inc,3663,Radio & Tv Broadcasting & Communications Equipment
313,0001377789,AVNW,"AVIAT NETWORKS, INC.",3663,Radio & Tv Broadcasting & Communications Equipment
314,0001378590,BLIN,"Bridgeline Digital, Inc.",7372,Services-Prepackaged Software
315,0001378866,GOGR,Go Green Global Technologies Corp.,3677,"Electronic Coils, Transformers & Other Inductors"
316,0001381074,RTCJF,Baijiayun Group Ltd,7372,Services-Prepackaged Software
317,0001383088,CYCA,CYTTA CORP.,7372,Services-Prepackaged Software
318,0001383395,SQNS,SEQUANS COMMUNICATIONS,3674,Semiconductors & Related Devices
319,0001384365,RDAR,"Telvantis, Inc.",7371,Services-Computer Programming Services
320,0001384905,RNG,"RingCentral, Inc.",7374,Services-Computer Processing & Data Preparation
321,0001386049,BYOC,"Beyond Commerce, Inc.",7374,Services-Computer Processing & Data Preparation
322,0001387467,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd,3674,Semiconductors & Related Devices
323,0001388295,ONEI,OneMeta Inc.,7374,Services-Computer Processing & Data Preparation
